hexID,t.count,t.pos,t.neg,t.neu,i.count,i.pos,i.neg,i.neu,t.norm,i.norm,odds
279,4022,2019.96685520221,839.127400456261,1115.1477653783,51,27.843,6.34041666666667,13.8196666666667,0.293595090687706,0.421619281045752,72.5484629961647
280,2092,1086.14588901099,427.13636013431,561.862836843712,953,510.802457539683,109.814845238095,258.43853968254,0.315014115141816,0.420763496643848,2.12635212101854
281,2763,1485.76544395604,495.706596550672,758.689210592186,5810,3188.82435625494,658.096508908204,1572.30033191721,0.358327487298361,0.435581385085496,0.465928906069
282,2794,1437.53585551254,578.388685259185,743.158760793373,2053,1122.98635050505,224.911758694084,582.20322027417,0.307497197656893,0.437445003317568,1.28010091562202
283,1061,573.722582431457,177.56864731241,296.750834217172,1,0.563,0.1,0.337,0.373377884183834,0.463,1019.04543948749
284,1442,760.782633802309,277.812437409812,393.408984343434,4,2.358,0.419,1.222,0.334930788066919,0.48475,322.638945632871
285,1779,945.89636043956,360.326264041514,466.879706074481,407,217.923305683206,52.0393804417804,110.066202688978,0.329156883866243,0.407577211895394,4.34050115692815
286,1501,800.823816208791,279.75286480464,417.533917704518,852,477.22678452381,99.3040476190476,236.516601190476,0.347149201468455,0.443571287446904,1.67807810076686
287,307,151.751908333333,71.75265,81.4992166666667,69,37.089630952381,8.29344047619048,20.6187047619048,0.260583903365907,0.417336093857833,4.09149146100068
288,114,67.9134380952381,14.3377285714286,29.7594166666667,1,0,0,0,0.469962364243943,0,0
289,358,220.074749603175,40.5378678571429,95.4069119047619,12,6.43666666666667,1.30583333333333,4.255,0.501499669681653,0.427569444444444,34.1907948632586
290,147,80.6268571428571,25.1697726190476,41.2041011904762,296,152.495210119048,35.0145196428571,80.4927898809524,0.377259078393262,0.396894224581725,0.528717309087378
291,3,1.793,0.222,0.984333333333333,19,10.6158666666667,2.15743333333333,5.22756666666667,0.523666666666667,0.445180701754386,0.168898127331416
292,24,12.2678,4.8862,6.8475,58,32.5653333333333,6.1155,18.3205,0.307566666666667,0.456031609195402,0.376713478545693
293,28,13.3341666666667,4.97733333333333,8.691,49,27.4493038075959,5.42894368613842,15.1206827935223,0.298458333333333,0.449395104519541,0.485774311805197
294,1,0.548,0.2015,0.2505,1,0,0,0,0.3465,0,0
295,2,1.16,0.275,0.565,38,17.236,4.92916666666667,10.83225,0.4425,0.323864035087719,0.0673009979113483
296,43,19.532125,10.1872083333333,11.28225,164,89.6171388888889,23.0878055555556,42.3161388888889,0.217323643410853,0.405666666666667,0.217950776404687
297,8,3.589,2.339,2.072,103,50.766125,15.06675,30.1669583333333,0.15625,0.346595873786408,0.07069674906249
298,24,13.8511666666667,3.63891666666667,6.51,55,29.1010666666667,7.81133333333333,15.0843833333333,0.425510416666667,0.387086060606061,0.475967662124641
299,264,129.484930952381,59.4962785714286,71.0578071428571,160,79.7695833333333,21.06025,45.1700333333333,0.265108531746032,0.366933333333333,1.62323689734346
300,260,134.48263542291,53.3665703796204,70.1782422494173,880,448.215824603175,106.456496031746,250.351625396825,0.311984865551116,0.388362873376623,0.300039909438659
301,95,50.1401023809524,19.3495095238095,25.5111595238095,270,150.679307692308,35.1172576923077,71.1825782051282,0.324111503759399,0.428007592592593,0.33276037134004
302,74,38.829119047619,15.7170119047619,18.4466619047619,197,103.802447619048,23.7750714285714,53.4260476190476,0.312325772200772,0.406230335992265,0.374067470837691
303,82,41.0570416666667,17.9491666666667,22.9952916666667,186,103.062936904762,21.1657305555556,51.7718162698413,0.281803353658537,0.440307561017238,0.398368636676893
304,1822,1234.14310470085,155.151194230769,421.78531007326,943,470.679245238095,131.40373015873,283.923484126984,0.592201926712451,0.359783154909189,2.62204700374362
305,605,316.138011904762,107.830966666667,172.061678571429,1,0.656333333333333,0.0786666666666667,0.265333333333333,0.344309165682802,0.577666666666667,481.67294855982
306,879,480.068495652174,152.018809627329,237.95799057971,36,19.3613,4.12751666666667,10.5143333333333,0.373207833930426,0.423160648148148,24.7952614572458
307,278,141.477594155844,62.2158928571429,73.3155246753247,3,2.06666666666667,0.393,0.541333333333333,0.285114033448566,0.557888888888889,68.4569003979891
308,914,457.174122222222,194.649411111111,254.101144444444,516,272.638947619048,67.2914880952381,150.08724047619,0.287226160953076,0.3979601928756,1.676848176736
309,2144,1176.90711753247,323.683404509379,611.651177525252,1686,896.289053266178,217.772671550672,502.136029456654,0.397958821372709,0.402441507541819,1.31308880014063
310,250,143.247516666667,34.9769119047619,69.7794119047619,238,132.157146568627,24.8432289215686,67.0068676470588,0.433082419047619,0.450898813643104,1.08391805048757
311,367,197.714463852814,59.0401147186147,104.260410606061,866,494.945454761905,93.4196605889724,237.644835839599,0.377859261946047,0.463655651469899,0.399467177545706
312,388,216.784669444444,54.9922198412698,110.222857539683,3044,1696.96835937951,314.555174386724,866.392553499279,0.416990849492718,0.454143621876736,0.127748209473812
313,135,73.9873290598291,23.2855341880342,37.732547008547,6,3.253,0.441,1.305,0.375568850902184,0.468666666666667,22.7443372455669
314,111,58.9215333333333,21.1759,29.9020666666667,198,104.418752380952,24.5043714285714,59.0883642857143,0.340050750750751,0.403607984607985,0.564281146727066
315,2827,1482.7241164692,521.652412592086,795.804083128275,6612,3606.492520992,731.610336641953,1933.16024879532,0.339961692209804,0.43479766853449,0.411126352775956
316,4261,2338.03115674484,722.881256449802,1167.9102862483,3763,2004.14791934503,427.211841723011,1089.74223623755,0.379054189226717,0.419063533782093,1.16659610509634
317,1409,760.114444444444,254.746565079365,379.227175396825,2243,1195.02821293429,238.968883977134,624.07550954601,0.358671312537317,0.426241341487808,0.636064016077118
318,616,319.550902063142,122.218791926202,171.21770615481,16,7.64,1.2655,4.093,0.320344334637888,0.39840625,41.8260343014583
319,2667,1398.682883513,534.889867707184,722.550854335371,1929,1004.39838611111,201.807812590188,541.779521139971,0.32388189569022,0.41606561613319,1.392557876291
320,1144,582.062120770733,244.259005233002,305.715486692556,2092,1137.5074222209,244.791474373573,575.723724404098,0.295282443651862,0.426728464554169,0.511699624459858
321,2509,1295.64653657731,508.254372163947,682.424038591964,1418,788.358052777778,166.866776587302,403.832852380952,0.313827088247654,0.438287218752099,1.64347472828127
322,3086,1684.25977857143,595.25034484127,794.387727777778,353,197.150083333333,36.9718166666667,88.8918166666667,0.352887049167258,0.453762795089707,8.54303356151136
323,5316,2861.86335804473,1010.77380764791,1413.77661551227,5375,2912.17656454101,623.00716005106,1454.03901245144,0.348210976372616,0.425891982230689,0.982723160707733
324,2934,1551.25479145299,574.662572802198,793.248705387668,2944,1647.33663260073,326.741598260073,802.134362728938,0.332853516922561,0.448571682860278,0.941674434207141
325,1028,551.405925793651,189.508355555556,280.145708333333,430,231.841499206349,48.7013099206349,120.463986507937,0.352040437974801,0.425907416943522,2.37837456918304
326,667,376.375149404762,102.184645039683,182.458798412698,94,44.7087095238095,15.010569047619,27.2817547619048,0.411080216439399,0.315937664640324,8.41838544242312
327,17,9.188,3.174,4.64025,21,10.8672666666667,2.0479,6.0882,0.353764705882353,0.419969841269841,0.845474789735536
328,12,7.07,2.0265,2.903,169,86.96645,18.3319333333333,41.7032666666667,0.420291666666667,0.406121400394477,0.0812957180613904
329,1,0,0,0,1,0,0,0,0,0,0
330,1,0,0,0,2,1.258,0.291,0.451,0,0.4835,0
331,1,0,0,0,1,0,0,0,0,0,0
332,1,0,0,0,1,0,0,0,0,0,0
333,44,24.47975,5.37058333333333,13.1490833333333,216,122.844911904762,21.789919047619,58.3929023809524,0.434299242424242,0.467847189153439,0.199273617608017
334,28,14.3425,4.43441666666667,8.223,190,101.64425,21.19495,57.1737166666667,0.353860119047619,0.423417368421053,0.141104882961899
335,6,3.354,0.862833333333333,1.78316666666667,34,17.7227166666667,3.80213333333333,7.4766,0.415194444444444,0.409428921568627,0.189248638517609
336,50,22.282,9.77433333333333,17.9436666666667,26,11.9412307692308,4.79415384615385,7.2665,0.250153333333333,0.274887573964497,1.86597181066248
337,278,150.017483333333,45.9986892857143,79.0070357142857,709,360.381440476191,85.9525535714286,200.713623809524,0.374168323912299,0.3870647205991,0.416274165326348
338,2030,1067.23257297282,416.975795652376,535.02427921147,952,523.465558513709,115.456862878788,267.148242784993,0.320323535625832,0.428580562641723,2.03878279213448
339,5301,2775.58455961147,1113.67375949204,1391.04857196224,2410,1293.95490642968,281.621157437007,678.501127167277,0.313508922867277,0.420055497507334,2.14503963454951
340,3348,1801.67809883646,630.953800355527,881.538177240896,6653,3736.29435411475,787.734609748585,1854.19545804795,0.349678703249979,0.443192506292824,0.482209892497438
341,2757,1407.20977877316,598.229633269146,740.592479060553,1423,783.751671212121,169.438514393939,387.862290584416,0.293427691513969,0.431702850891203,1.79547914277085
342,577,300.811732844933,111.023761477411,163.175124725275,150,70.1210333333333,20.9267,46.9524833333333,0.3289219607756,0.327962222222222,4.28989303986678
343,7653,4184.65505979851,1291.47489745483,2098.22376079653,3,1.28366666666667,0.3865,1.32983333333333,0.378045232241432,0.299055555555556,3259.92344310452
344,286,141.238287878788,65.6390681818182,77.1200606060606,48,24.9707305555556,6.59283888888889,13.4316111111111,0.264332936003391,0.382872743055556,5.65615361411061
345,270,149.251214141414,42.4303136363636,77.3316439393939,35,21.0501833333333,3.67113333333333,10.2786333333333,0.39563296483352,0.496544285714286,7.09025720954517
346,2468,1330.97569079532,411.573912701188,684.537083219558,1619,884.546725,186.754678968254,451.759501587302,0.372529083506535,0.431001881427885,1.50469800314428
347,353,187.976758441558,49.7956843434343,104.242641738817,1860,1004.40514642857,196.087086111111,529.573142063492,0.391447801977689,0.434579602321215,0.187152325045286
348,543,308.269596153846,66.4455452991453,157.293976068376,812,422.814227380952,89.53,227.641756746032,0.445348159953409,0.410448555887872,0.729089931678429
349,202,109.106542857143,36.2496178571429,54.6568226190476,286,153.13878044733,30.0201708874459,81.8392895382395,0.360677846534653,0.430484648810785,0.712468406359474
350,57,27.47925,13.1609166666667,16.3632833333333,5,2.4818,0.7257,1.7928,0.251198830409357,0.35122,11.072306390523
351,416,231.208207183447,54.9456924855116,125.838537301312,32,17.5063333333333,3.3085,9.18716666666667,0.423707968023883,0.443682291666667,13.2071178345045
352,720,398.800754761905,118.908123809524,198.330438095238,328,181.786037301587,36.8763206349206,91.3455349206349,0.38873976521164,0.441797916666667,2.1937920022993
353,3787,2019.11655068543,703.211745888861,1025.81361618354,6296,3428.57144408954,700.177227531241,1744.31381865386,0.347479483706513,0.433353592210657,0.588908991284446
354,1572,815.616304004329,336.941508802309,413.512644877345,2085,1101.01613525641,260.027732661783,580.969715323565,0.304500505853702,0.403351751843946,0.740785060170244
355,424,223.09408994709,81.0389395502645,116.868555687831,629,336.28536733009,83.287467920693,172.463825813196,0.335035732067984,0.402222415595226,0.663407069175585
356,1062,568.060554401154,178.427013347763,291.561643722944,90,43.719676984127,13.2294984126984,27.0503619047619,0.366886573496602,0.338779761904762,12.9932468304237
357,568,276.625019747899,121.266395798319,155.116307563025,1388,729.662385714286,150.772087698413,393.596496031746,0.273518704136584,0.417067938051782,0.379113717746467
358,301,147.352641558442,68.2862409090909,83.37060995671,1362,708.786565873016,177.526459920635,386.677628968254,0.262679071924753,0.390058814943011,0.207894235942447
359,1788,920.701509354534,388.414440689866,469.943856365856,1391,712.978374087024,171.872564724165,408.176917754468,0.297699702832589,0.389004895300402,1.2913456323742
360,2762,1482.47277165242,530.177718823769,738.413809279609,1054,609.545495238095,115.26550952381,286.261877380952,0.344784595520874,0.468956343182434,2.43209536159947
361,1877,973.052077113647,348.740302911521,545.264820092468,1338,746.213850793651,146.162903968254,367.689840873016,0.332611493980888,0.448468570123615,1.30398554794814
362,806,424.720207857143,155.652934047619,215.685180952381,68,33.5194222222222,9.14723333333333,16.3346166666667,0.333830364527945,0.35841454248366,12.670868997723
363,4034,2107.80725450105,811.261302864293,1092.0823558879,6,3.525,0.819,1.657,0.321404549240645,0.451,597.959504822994
364,285,159.819508333333,43.760425,79.43685,39,18.6125,5.24733333333333,12.1346666666667,0.40722485380117,0.342696581196581,8.58667606895008
365,98,52.8648166666667,13.79555,30.3372166666667,672,338.667730844156,71.0966755411255,197.1810995671,0.398665986394558,0.398171213248557,0.156096409111364
366,33,18.2033833333333,4.40271666666667,10.3911833333333,126,58.3283333333333,12.1341785714286,35.527,0.41820202020202,0.366620275888133,0.312084750121439
367,1,0.518,0.192,0.29,1,0,0,0,0.326,0,0
368,2,0.657333333333333,0.915333333333333,0.428333333333333,4,1.942,0.697,1.361,-0.129,0.31125,0.338482663920357
369,1,0,0,0,6,3.76,0.723,1.518,0,0.506166666666667,0
370,1,0,0,0,1,0,0,0,0,0,0
371,1,0,0,0,1,0,0,0,0,0,0
372,2,1.12766666666667,0.311333333333333,0.561666666666667,9,4.64,1.061,2.298,0.408166666666667,0.397666666666667,0.243031609195402
373,215,111.71385,39.8390833333333,59.4530333333333,247,126.591482251082,32.8325987012987,70.5839123376623,0.334301240310077,0.379590621659043,0.882475250415554
374,1,0,0,0,1,0.659,0.072,0.268,0,0.587,0
375,1,0.643,0.071,0.286,3,0.827,0.728,0.444,0.572,0.033,0.777509068923821
376,14,7.802,2.088,4.11,57,27.314,7.212,18.4793571428571,0.408142857142857,0.352666666666667,0.285641063191038
377,723,396.521949278499,115.73961962482,200.796643722944,2976,1566.07533964646,351.19254724026,853.880710335498,0.38835730242556,0.40822674476015,0.253194683065511
378,5359,2735.06788131634,1124.19778853938,1470.99286998981,2642,1457.90036352657,296.401093449244,773.71707556779,0.300591545582564,0.439628792610646,1.87603210050678
379,4514,2386.76864112664,894.369509032185,1201.10799395621,872,479.066199206349,104.079293650794,233.876570634921,0.330615669493677,0.430030854994903,4.98212699013354
380,3947,2026.70543813964,851.074946020646,1048.23241539294,1,0,0,0,0.29785419106131,0,0
381,2187,1134.5056957674,443.651522326402,586.920318202251,947,490.696674664225,113.26458009768,277.055612271062,0.315891254431185,0.398555538085052,2.31203053606126
382,1950,1003.02079246032,415.617263095238,520.455751984127,512,268.615342063492,56.7660972222222,144.639171825397,0.301232579161579,0.413768056330605,3.73404134237141
383,3480,1809.73138540261,702.574193371249,934.824792004049,2068,1127.29005826878,248.91284328055,570.891219081795,0.318148618399816,0.424747202605526,1.60538219256709
384,2335,1222.87782215007,471.226867568543,632.037573376623,2129,1142.85828130758,255.182681804307,609.073500369075,0.321906190398942,0.41694485650694,1.07001702849013
385,373,205.303183333333,59.7766055555556,103.946513888889,488,260.850900649351,58.3039101731602,132.877220526696,0.390151683050343,0.415055308352849,0.787051847711703
386,59,30.364,9.26303571428571,17.3682619047619,186,93.010630952381,18.0962916666667,47.8884583333333,0.357643462469734,0.402765264976958,0.326457305891684
387,158,80.9148333333333,32.213,43.8726666666667,263,141.976219047619,27.1951547619048,74.8450595238095,0.308239451476793,0.436429902227051,0.569918215008912
388,46,23.2841666666667,10.164,12.553,6,2.4452,0.6694,1.8849,0.285221014492754,0.295966666666667,9.52239762255303
389,7,4.26991666666667,0.79875,1.93158333333333,55,30.97675,5.63325,17.3901666666667,0.495880952380952,0.460790909090909,0.137842629283791
390,7,3.8055,1.2405,1.9535,62,32.7141,5.02095,17.2619666666667,0.366428571428571,0.446663709677419,0.116325987876787
391,997,525.191426190476,123.878944588745,333.916883874459,427,216.69302987013,50.8586512987013,125.446967532468,0.402520041726912,0.388370910003346,2.42366552586042
392,1939,1029.72392844378,373.128542321567,525.222701384726,4025,2242.76952304917,476.66739463037,1106.65231568432,0.338625779330692,0.438783137495355,0.459130516025476
393,2116,1118.51270079365,428.499207147677,556.065591424073,3071,1612.07675827228,338.61380982906,852.41306001221,0.326093333481084,0.414673705126416,0.693833401575988
394,1199,635.713157900433,232.862285788773,323.459250277938,1635,894.278869322344,190.456638186813,450.328432142857,0.335989050968858,0.43047231262112,0.710866799728988
395,3100,1678.53886356421,563.840935858586,838.846347691198,429,239.650423376623,50.9967175324675,121.392496753247,0.359579976679235,0.439752228074955,7.0041139085588
396,1605,801.647659742382,326.701393285799,474.786533573126,1,0.461,0.267,0.272,0.295916676919989,0.194,1738.93201679475
397,38,18.3168333333333,8.6775,11.0001666666667,1,0.704,0.06,0.237,0.253666666666667,0.644,26.0182291666667
398,3,1.616,0.603666666666667,0.780333333333333,3,1.51466666666667,0.534666666666667,0.950666666666667,0.337444444444444,0.326666666666667,1.0669014084507
399,78,41.9314666666667,14.7389833333333,21.33325,1,0,0,0,0.348621581196581,0,0
400,4512,2433.59694060379,754.276382718734,1279.44422807346,1086,598.712438203463,118.143368722944,323.173266774892,0.372189839956795,0.442512955322762,4.06471752600666
401,3419,1775.23385840843,678.500475961872,914.344046922423,1555,863.991498329448,177.248873068598,430.802400788101,0.320776069741609,0.441635128785113,2.05468903552974
402,4638,2451.0341145424,857.589015290265,1306.50301962898,1,0,0,0,0.343562979571396,0,0
403,1372,714.975089430014,283.886771933622,369.158796536797,1,0,0,0,0.314204313044018,0,0
404,67,34.8846166666667,9.03901666666667,21.0712333333333,22,11.21995,3.64765,7.13356666666667,0.385755223880597,0.344195454545455,3.1091597259049
405,1078,552.662479040404,172.351583694084,340.818117099567,1107,564.978721608947,118.967680735931,353.805718759019,0.352793038354657,0.402900669261984,0.978200519599272
406,65,31.3824404761905,12.5710476190476,20.0331071428571,59,30.8197833333333,7.04783333333333,20.12005,0.289406043956044,0.402914406779661,1.01825636269962
407,1,0,0,0,1,0,0,0,0,0,0
408,1,0,0,0,1,0,0,0,0,0,0
409,1,0,0,0,1,0,0,0,0,0,0
410,1,0,0,0,1,0,0,0,0,0,0
411,1,0,0,0,1,0,0,0,0,0,0
412,1,0,0,0,1,0,0,0,0,0,0
413,1,0,0,0,1,0,0,0,0,0,0
414,1,0,0,0,1,0,0,0,0,0,0
415,1,0,0,0,1,0,0,0,0,0,0
416,1,0,0,0,2,0.913,0.564,0.5225,0,0.1745,0
417,12,6.2765,2.28,3.445,10,5.415,0.936,2.64825,0.333041666666667,0.4479,1.15909510618652
418,162,84.1924345238095,32.5772952380952,44.2443107142857,589,305.519332051282,72.9084290598291,165.608824358974,0.318611970899471,0.394925132413333,0.275571545533746
419,411,214.273154761905,85.8522452380952,108.896266666667,177,98.0346357142857,20.0164047619048,51.9572785714286,0.312459633877882,0.440780965832661,2.18568828456085
420,63,30.20225,16.95825,15.8428333333333,1,0,0,0,0.210222222222222,0,0
421,1574,800.821420670996,344.186588311688,415.97727711039,14,7.9725,1.358,3.6685,0.29011107519651,0.472464285714286,100.44796747206
422,72,39.2281617647059,12.6413431372549,18.1408725490196,47,26.9757333333333,5.638,12.3849333333333,0.369261369825708,0.453994326241135,1.45420186654323
423,120,62.9343904761905,24.0388833333333,30.0303095238095,150,81.8937,16.7715166666667,41.3418166666667,0.324129226190476,0.434147888888889,0.768488790666321
424,1891,958.192235497836,398.826681583694,515.994853499279,1752,947.004784372451,196.342998057438,475.721345997239,0.295804100430535,0.428459923695784,1.0118135106707
425,915,505.207201190476,158.084692460317,246.736382936508,2304,1239.16896461039,251.477587662338,637.423815151515,0.379368862000174,0.428685493467036,0.407698397570278
426,44,21.392,4.24579166666667,14.3664583333333,167,83.0648916666667,16.5315416666667,50.4000166666667,0.389686553030303,0.398403293413174,0.257533592963012
427,50,26.3143,10.0454055555556,13.6468722222222,1,0,0,0,0.325377888888889,0,0
428,1,0.729,0.052,0.219,1,0,0,0,0.677,0,0
429,14,7.6305,1.66233333333333,4.70583333333333,34,17.3609166666667,2.9215,11.7141666666667,0.426297619047619,0.424688725490196,0.439521722643294
430,197,104.088855555556,33.46195,58.459,460,250.778245562771,45.0974404761905,131.120834199134,0.358512210941906,0.447132184970826,0.41506333741976
431,7376,3901.30159487793,1270.20210454828,2072.45896867334,1744,954.026603160728,197.892083007632,492.119237970001,0.35671088534838,0.433563371647417,4.08930063580278
432,1585,877.952225613276,256.053673376623,427.04610974026,2971,1590.49955572468,368.366634596369,835.106678825677,0.392365017184008,0.41135406298496,0.551997781107994
433,1738,952.833626875902,314.783836435786,464.422952092352,1764,950.685581216931,197.262055952381,496.137291137566,0.367117255719284,0.427110841986707,1.00225947011442
434,745,450.925091450216,100.067620995671,189.056472835498,364,201.80840952381,42.2736452380952,105.9358,0.470949624771202,0.438282319466248,2.23442170975048
435,2040,1084.16193567374,393.062000731888,540.793489723306,207,115.04275,24.40385,55.5695666666667,0.338774477912674,0.437869082125604,9.42399182628843
436,2291,978.358309147423,317.223109036629,575.479720340736,45,24.26325,3.73541666666667,11.99925,0.288579310393188,0.456174074074074,40.3226405839046
437,2337,1319.87646291209,389.107766891442,617.037187826063,1,0,0,0,0.398275008994714,0,0
438,25,12.1348333333333,4.6385,7.22675,14,7.067,1.7945,3.1395,0.299853333333333,0.376607142857143,1.71711240035847
439,3,1.242,0.654333333333333,1.10466666666667,1,0,0,0,0.195888888888889,0,0
440,84,42.7375,15.5954166666667,23.6654166666667,117,58.7734666666667,12.89685,34.3267833333333,0.32312003968254,0.392107834757835,0.727156358538207
441,4598,2350.12723566336,891.348880519481,1343.8924412847,2472,1351.83023441558,261.163135191198,681.082277290765,0.317263670105236,0.441208373472648,1.73847808388407
442,7385,3863.4713251665,1493.94398608336,1978.90411067266,5255,2916.68099803501,642.701384595814,1432.77992991511,0.320856782543418,0.432726853175869,1.32461223142653
443,7529,3879.55831226845,1567.33354971648,2039.51234416373,465,263.509363095238,54.3314924603175,132.168226190476,0.307109146307872,0.449844883085851,14.7226583021503
444,851,445.166178571429,169.823329365079,228.049918253968,1308,714.682271825397,152.363432142857,371.982582142857,0.323552114226027,0.429907369787874,0.622886835340707
445,192,101.59680952381,35.8532261904762,52.5411428571429,14,5.72533333333333,2.09316666666667,4.179,0.342414496527778,0.259440476190476,17.7451344068135
446,11641,6127.38766847262,1596.34177453796,3676.43813261918,12189,6532.33575083144,1323.28841933181,3662.39571604539,0.389231672015691,0.427356414102849,0.938008685131153
447,12,6.263,2.0785,3.6555,1,0,0,0,0.348708333333333,0,0
448,2,0.328,0.54,0.131,1,0,0,0,-0.106,0,0
449,1,0,0,0,1,0,0,0,0,0,0
450,1,0,0,0,1,0,0,0,0,0,0
451,1,0,0,0,1,0,0,0,0,0,0
452,1,0,0,0,1,0,0,0,0,0,0
453,1,0,0,0,1,0,0,0,0,0,0
454,1,0,0,0,1,0,0,0,0,0,0
455,1,0,0,0,1,0,0,0,0,0,0
456,1,0,0,0,1,0,0,0,0,0,0
457,1,0,0,0,1,0,0,0,0,0,0
458,1,0,0,0,1,0,0,0,0,0,0
459,1,0.223,0.591,0.186,4,2.645,0.204,1.151,-0.368,0.61025,0.0843100189035917
460,490,234.645007142857,115.746283333333,124.638202380952,86,43.8361428571429,10.4584285714286,26.7035952380952,0.24265045675413,0.388112956810631,5.35277494435446
461,20,10.5791666666667,4.0605,5.36133333333333,1,0,0,0,0.325933333333333,0,0
462,31,14.79,7.766,8.43966666666667,1,0,0,0,0.22658064516129,0,0
463,17,9.793,2.88916666666667,4.31883333333333,1,0,0,0,0.406107843137255,0,0
464,1,0.223,0.591,0.186,2,0.898,0.583,0.518,-0.368,0.1575,0.248329621380846
465,3835,1966.77169484127,835.672482395382,1005.82738282828,2332,1273.58942859912,263.140264055501,647.341818120906,0.294941124496972,0.433297240370334,1.54427451318013
466,38,20.033,7.65083333333333,10.3178333333333,78,42.9891333333333,9.63223333333333,21.3751333333333,0.32584649122807,0.427652564102564,0.46600148564676
467,594,313.101325,113.517090873016,161.41163968254,1523,823.532357864358,176.041969264069,415.489508658009,0.336000394153172,0.425141423900387,0.380193105966056
468,109,56.6236904761905,20.3445357142857,31.03275,662,335.704130586081,66.6760543956044,198.628182417582,0.33283628221931,0.406386822039994,0.168671414251995
469,1,0.7065,0.0925,0.2015,1,0,0,0,0.614,0,0
470,71,40.3165476190476,8.84971428571429,19.8382380952381,1,0,0,0,0.443194835680751,0,0
471,111,58.4646052631579,12.5829126566416,38.9535051378446,81,44.3511388888889,7.11294444444444,26.5369166666667,0.413348582040687,0.459730795610425,1.31822105875628
472,30,17.4544666666667,4.25003333333333,8.2951,76,43.8694023809524,7.46238095238095,24.676969047619,0.440147777777778,0.479039755639098,0.397873363195055
473,1301,723.855727277433,223.284458229814,348.974707349896,1291,692.581225577201,138.560405952381,368.921331709957,0.384758853995095,0.429140836270193,1.04515643876163
474,3462,1830.96879869852,628.426916450216,949.85002490565,4452,2511.04399618577,519.852583771446,1217.225433267,0.3473546742485,0.447257729652813,0.729166355300716
475,3775,2031.0886533189,662.539193145743,1053.89571305916,710,390.045170112782,84.2105667293233,196.786649122807,0.362529658324016,0.430752962511914,5.20731650832034
476,1690,964.636255952381,260.028017857143,454.387004761905,1,0,0,0,0.416927951535644,0,0
477,2139,1171.29630320129,404.664057186849,554.188242957125,1,0.729,0.052,0.219,0.358406847131577,0.677,1606.7164652967
478,2692,1441.73378562271,490.471783455433,726.929041361416,5,3.47066666666667,0.3705,1.15883333333333,0.353366271235987,0.620033333333333,415.405431892829
479,1308,683.391996428571,262.786856746032,351.8718,146,80.2687214285714,14.9633484126984,39.7863150793651,0.321563562448425,0.447297075451185,8.51380194259977
480,43,22.2610333333333,8.0916,12.6465666666667,103,51.1127845238095,14.1994285714286,28.6842630952381,0.329521705426357,0.358382096625058,0.435527697047372
481,6,4.036,0.673,1.291,1,0.514333333333333,0.0726666666666667,0.412333333333333,0.5605,0.441666666666667,7.84705119896306
482,143,72.7608654761905,32.7657833333333,36.4806428571429,24,14.0048666666667,2.01933333333333,5.97633333333333,0.279685889110889,0.499397222222222,5.19539865733748
483,258,133.026566666667,41.6252555555556,83.3189277777778,33,17.507,3.7395,11.7505,0.354268647717485,0.41719696969697,7.59847870375659
484,3740,1949.25434566341,786.986651979944,989.981044302758,16,8.782,2.15875,4.06025,0.310766763016971,0.413953125,221.960185113119
485,3269,1690.81045535437,697.963444093407,860.256693001443,1256,681.742613931069,141.580538369963,349.71089019536,0.303715818678789,0.43006534678432,2.48013021454652
486,295,145.635144444444,68.7294944444444,78.6818166666667,817,439.478452380952,82.5056202380952,232.046369047619,0.260697118644068,0.436931251092848,0.331381763213737
487,252,132.407,39.428080952381,79.11255,1,0,0,0,0.368963964474679,0,0
488,2517,1315.82735915751,349.013111141636,812.661478907204,1,0,0,0,0.38411372587043,0,0
489,9,4.56633333333333,1.69616666666667,2.7365,1,0,0,0,0.318907407407407,0,0
490,1,0.5795,0.091,0.329,1,0,0,0,0.4885,0,0
491,29,14.3518,6.87371666666667,7.77343333333333,1,0,0,0,0.257864942528736,0,0
492,1,0,0,0,1,0,0,0,0,0,0
493,1,0,0,0,1,0,0,0,0,0,0
494,1,0,0,0,1,0,0,0,0,0,0
495,1,0,0,0,1,0,0,0,0,0,0
496,1,0,0,0,1,0,0,0,0,0,0
497,1,0,0,0,1,0,0,0,0,0,0
498,1,0,0,0,1,0,0,0,0,0,0
499,1,0,0,0,3,0.812,0.683,1.505,0,0.043,0
500,34,18.8478333333333,5.822,9.33666666666667,101,48.1584761904762,14.9553333333333,27.8987619047619,0.383112745098039,0.328743988684583,0.391371048759651
501,63,30.9945333333333,13.0869833333333,16.9258833333333,64,35.5880833333333,9.80666666666667,16.6118333333333,0.284246825396825,0.402834635416667,0.870924490173443
502,4,2.732,0.2915,0.979,1,0.763,0.033,0.204,0.610125,0.73,3.58060288335518
503,332,157.340866017316,74.1903170995671,94.4276406926407,121,59.6041388888889,19.4086888888889,36.9769833333333,0.250453460595629,0.332193801652893,2.63976409944657
504,697,369.448683838384,130.153576767677,194.441477777778,1,0,0,0,0.34332153094793,0,0
505,3363,1778.35373442807,678.040067800255,887.821363843101,1782,950.80454455267,210.503664466089,473.770823845599,0.327182178598815,0.415432592641178,1.87036730589539
506,4642,2370.41824209222,1038.38946278101,1215.47464314623,1520,843.883422037603,175.788187295221,415.391458921144,0.286951481971394,0.439536338646304,2.80894040597304
